blz,bic
44070050,DEUTDEDE441
44070050,DEUTDEDE442
44070050,DEUTDEDE443
44070050,DEUTDEDE444
44070050,DEUTDEDE447
44070050,DEUTDEDE448
44080050,DRESDEFF440
44080055,DRESDEFF446
44080057,DRESDEFF447
44080085,DRESDEFFI69
44089320,DRESDEFFI18
44090920,GENODEF1P04
44152370,WELADED1LUN
44152490,WELADED1SWT
44160014,GENODEM1DOR
44340037,COBADEFFXXX
44350060,WELADED1UNN
44351380,WELADED1KAM
44351740,WELADED1FRN
44361342,GENODEM1KWK
44540022,COBADEFFXXX
44550045,WELADED1ISL
44551210,WELADED1HEM
44570004,DEUTDEDW443
44570004,DEUTDEDW444
44570004,DEUTDEDW445
44570004,DEUTDEDW446
44570004,DEUTDEDW447
44570004,DEUTDEDW448
44570004,DEUTDEDW449
44570024,DEUTDEDB445
44570024,DEUTDEDB446
44570024,DEUTDEDB449
44570024,DEUTDEDB953
44570024,DEUTDEDB954
44570024,DEUTDEDB955
44570024,DEUTDEDB956
44580070,DRESDEFF445
44580085,DRESDEFFI70
44761312,GENODEM1MEN
44761534,GENODEM1NRD
45000000,MARKDEF1450
45040042,COBADEFFXXX
45050001,WELADE3HXXX
45051485,WELADED1HER
45060009,GENODEM1HGN
45061524,GENODEM1HLH
45070002,DEUTDEDW450
45070002,DEUTDEDW451
45070002,DEUTDEDW453
45070002,DEUTDEDW454
45070002,DEUTDEDW456
45070024,DEUTDEDB450
45070024,DEUTDEDB451
45070024,DEUTDEDB453
45070024,DEUTDEDB454
45070024,DEUTDEDB456
45080060,DRESDEFF450
45240056,COBADEFFXXX
45250035,WELADED1WTN
45251480,WELADED1WET
45251515,SPSHDE31XXX
45260041,GENODEM1WTN
45260475,GENODEM1BFG
45261547,GENODEM1SPO
45450050,WELADED1GEV
45451060,WELADED1ENE
45451555,WELADED1SLM
45660029,GENODEM1ALA
45840026,COBADEFFXXX
45841031,COBADEFFXXX
45850005,WELADED1LSD
45851020,WELADED1PLB
45851665,WELADED1KMZ
45860033,GENODEM1LHA
45861434,GENODEM1KIE
45861617,GENODEM1MOM
46040033,COBADEFFXXX
46050001,WELADED1SIE
46051240,WELADED1BUB
46051733,WELADED1FRE
46051875,WELADED1HIL
46052855,WELADED1SMB
46053480,WELADED1BEB
46060040,GENODEM1SNS
46061724,GENODEM1FRF
46062817,GENODEM1SMA
46063405,GENODEM1BB1
46070024,DEUTDEDB460
46070024,DEUTDEDB461
46070024,DEUTDEDB462
46070024,DEUTDEDB463
46070024,DEUTDEDB464
46070024,DEUTDEDB465
46070024,DEUTDEDB466
46070024,DEUTDEDB469
46070024,DEUTDEDB470
46070024,DEUTDEDB471
46070024,DEUTDEDB516
46070024,DEUTDEDB962
46070024,DEUTDEDB963
46070024,DEUTDEDB964
46070024,DEUTDEDB965
46070024,DEUTDEDB966
46070024,DEUTDEDB967
46070090,DEUTDEDK460
46070090,DEUTDEDK461
46070090,DEUTDEDK462
46070090,DEUTDEDK463
46070090,DEUTDEDK464
46070090,DEUTDEDK465
46070090,DEUTDEDK466
46070090,DEUTDEDK467
46070090,DEUTDEDK468
46070090,DEUTDEDK469
46070090,DEUTDEDK470
46070090,DEUTDEDK471
46070090,DEUTDEDK472
46070090,DEUTDEDK473
46070090,DEUTDEDK474
46070090,DEUTDEDK475
46070090,DEUTDEDK516
46080010,DRESDEFF460
46240016,COBADEFFXXX
46250049,WELADED1OPE
46251590,WELADED1FTR
46251630,WELADED1ALK
46260023,GENODEM1OLP
46261607,GENODEM1GLG
46261822,GENODEM1WDD
46262456,GENODEM1HUL
46441003,COBADEFFXXX
46451012,WELADED1MES
46451250,WELADED1BST
46461126,GENODEM1SRL
46462271,GENODEM1ANO
46464453,GENODEM1RET
46640018,COBADEFFXXX
46650005,WELADED1ARN
46660022,GENODEM1NEH
46670007,DEUTDEDW466
46670007,DEUTDEDW467
46670007,DEUTDEDW468
46670024,DEUTDEDB467
46670024,DEUTDEDB468
46670024,DEUTDEDB961
46670204,DEUTDEDWP03
46670224,DEUTDEDBP03
47000000,MARKDEF1470
47240047,COBADEFFXXX
47250101,WELADED1PBN
47251550,WELADED1HXB
47251740,WELADED1DEL
47260121,DGPBDE3MALT
47260121,DGPBDE3MBRA
47260121,DGPBDE3MBUR
47260121,DGPBDE3MDEL
47260121,DGPBDE3MDRI
47260121,DGPBDE3MDTM
47260121,DGPBDE3MEPW
47260121,DGPBDE3MHBM
47260121,DGPBDE3MHOV
47260121,DGPBDE3MHOX
47260121,DGPBDE3MLAG
47260121,DGPBDE3MLEM
47260121,DGPBDE3MLIP
47260121,DGPBDE3MMND
47260121,DGPBDE3MOER
47260121,DGPBDE3MSAL
47260121,DGPBDE3MSTE
47260121,DGPBDE3MWAR
47260121,DGPBDE3MXXX
47260234,GENODEM1EWB
47260307,GENODEM1BKC
47261429,GENODEM1WNH
47261603,GENODEM1BUS
47262626,GENODEM1WDE
47262703,GENODEM1DLB
47264367,GENODEM1STM
47265383,GENODEM1WAH
47267216,GENODEM1BOT
47270024,DEUTDEDB472
47270024,DEUTDEDB473
47270024,DEUTDEDB474
47270024,DEUTDEDB475
47270024,DEUTDEDB958
47270029,DEUTDE3B451
47270029,DEUTDE3B472
47270029,DEUTDE3B473
47270029,DEUTDE3B474
47270029,DEUTDE3B475
47460028,GENODEM1WBG
47640051,COBADEFFXXX
47650130,WELADE3LXXX
47651225,WELADED1BLO
47670023,DEUTDE3B450
47670023,DEUTDE3B452
47670023,DEUTDE3B453
47670023,DEUTDE3B476
47670023,DEUTDE3B477
47670023,DEUTDE3B478
47670024,DEUTDEDB476
47670024,DEUTDEDB477
47670024,DEUTDEDB478
47670024,DEUTDEDB957
47670024,DEUTDEDB959
47670024,DEUTDEDB960
47670205,DEUTDE3BP04
47670224,DEUTDEDBP04
47691200,GENODEM1OLB
47840065,COBADEFFXXX
47840080,COBADEFFXXX
47850065,WELADED1GTL
47852760,WELADED1RTG
47853355,WELADED1VSM
47853520,WELADED1WDB
47860125,GENODEM1GTL
47860125,VBGTDE3MXXX
47861317,GENODEM1CLL
47861518,GENODEM1HWI
47862261,GENODEM1MFD
47862447,GENODEM1RNE
47863373,GENODEM1VMD
47880031,DRESDEFF478
48000000,MARKDEF1480
48020086,HYVEDEMM344
48020151,HAUKDEFFXXX
48020151,LAMPDEDDXXX
48021900,DGPBDE3MBVW
48040035,COBADEFFXXX
48040060,COBADEFFXXX
48040061,COBADEFFXXX
48050161,SPBIDE3BXXX
48051580,WELADED1HAW
48060036,GENODEM1BIE
48062051,GENODEM1HLW
48062466,GENODEM1SHS
48070020,DEUTDE3B483
48070020,DEUTDE3B486
48070020,DEUTDE3BXXX
48070024,DEUTDEDB413
48070024,DEUTDEDB480
48070024,DEUTDEDB481
48070024,DEUTDEDB483
48070024,DEUTDEDB484
48070024,DEUTDEDB485
48070024,DEUTDEDB486
48070024,DEUTDEDB487
48070024,DEUTDEDB488
48070024,DEUTDEDB489
48070024,DEUTDEDB492
48070024,DEUTDEDBBIE
48070040,DEUTDE3B480
48070042,DEUTDE3B484
48070043,DEUTDE3B489
48070044,DEUTDE3B487
48070045,DEUTDE3B413
48070050,DEUTDE3B481
48070052,DEUTDE3B492
48080020,DRESDEFF480
48089350,DRESDEFFI19
48250110,WELADED1LEM
48291490,GENODEM1BSU
49040043,COBADEFFXXX
49050101,WELADED1MIN
49051065,WELADED1RHD
49051285,WELADED1OEH
49051990,WELADED1PWF
49060127,GENODEM1MPW
49060392,GENODEM1MND
49061470,GENODEM1STR
49061510,GENODEM1EPW
49070024,DEUTDEDB490
49070024,DEUTDEDB491
49070024,DEUTDEDB493
49070024,DEUTDEDB494
49070024,DEUTDEDB495
49070028,DEUTDE3B490
49070028,DEUTDE3B491
49070028,DEUTDE3B493
49070028,DEUTDE3B494
49070028,DEUTDE3B495
49080025,DRESDEFF491
49092650,GENODEM1LUB
49240096,COBADEFFXXX
49262364,GENODEM1SNA
49440043,COBADEFFXXX
49450120,WLAHDE44XXX
49490070,GENODEM1HFV
50000000,MARKDEF1500
50010060,PBNKDEFFXXX
50010200,AKBKDEFFXXX
50010300,FCBKDEFFXXX
50010424,AARBDE5W500
50010517,INGDDEFFXXX
50010700,DEGUDEFFXXX
50010900,BOFADEFXXXX
50010910,BOFADEFXVAM
50012800,ALTEDEFAXXX
50015001,JTBPDEFFXXX
50016600,WUIDDEF1XXX
50020200,BHFBDEFF500
50020400,KFWIDEFFXXX
50020500,LAREDEFFXXX
50020700,FBHLDEFFXXX
50020800,BCITDEFFXXX
50021000,INGBDEFFXXX
50021100,FFBKDEFFKRN
50021120,FFBKDEFFTHK
50022200,HCSEDEF1XXX
50024024,DEFFDEFFXXX
50025000,GMGGDE51XXX
50026600,CARDDEFFXXX
50030000,PSADDEF1XXX
50030010,BPNDDE52XXX
50030500,PARBDEFFXXX
50030600,DWPBDEFFXXX
50030700,ESBKDEFFXXX
50031000,TRODDEF1XXX
50031900,BBVADEFFXXX
50033300,SCFBDE33XXX
50034200,OPENDEFFXXX
50038800,ABOCDEFFXXX
50040000,COBADEFFXXX
50040005,COBADEFFXXX
50040010,COBADEFFPAR
50040011,COBADEFFVIE
50040012,COBADEFFMIL
50040013,COBADEFFAMS
50040014,COBADEFFBRU
50040015,COBADEFFMAD
50040016,COBADEFFNYC
50040017,COBADEFFSGP
50040018,COBADEFFLDN
50040019,COBADEFFZUR
50040020,COBADEFFPRA
50040021,COBADEFFMOS
50040022,COBADEFFHBG
50040033,COBADEF1BRS
50040038,COBADEFFXXX
50040040,COBADEFFXXX
50040048,COBADEFFXXX
50040050,COBADEFFXXX
50040051,COBADEFFXXX
50040052,COBADEFFXXX
50040060,COBADEFFXXX
50040061,COBADEFFXXX
50040062,COBADEFFXXX
50040063,COBADEFFXXX
50040075,COBADEFFXXX
50040084,COBADEFFXXX
50040085,COBADEFFXXX
50040086,COBADEFFXXX
50040087,COBADEFFXXX
50040088,COBADEFFXXX
50040099,COBADEFFXXX
50042500,COBADEFFXXX
50044444,COBADEFFXXX
50047010,COBADEFFXXX
50050000,HELADEFFXXX
50050201,HELADEF1822
50050222,HELADEF1822
50050999,DGZFDEFFXXX
50060000,GENODE55XXX
50060400,GENODEFFXXX
50060412,GENODEF1VK1
50060413,GENODEF1VK2
50060414,GENODEF1VK3
50060415,GENODEF1VK4
50060416,GENODEF1VK6
50060417,GENODEF1VK7
50060418,GENODEF1VK8
50060419,GENODEF1VK9
50060420,GENODEF1V20
50060421,GENODEF1V21
50060422,GENODEF1V22
50060423,GENODEF1V23
50060424,GENODEF1V24
50060425,GENODEF1V25
50060474,GENODEFFBRO
50061741,GENODE51OBU
50069126,GENODE51ABO
50069146,GENODE51GRC
50069187,GENODE51EGE
50069241,GENODE51ERB
50069345,GENODE51GWB
50069455,GENODE51HUT
50069477,GENODE51KIF
50069693,GENODE51BH1
50069842,GENODE51SWB
50069976,GENODE51WWI
50070010,DEUTDEFF500
50070010,DEUTDEFF503
50070010,DEUTDEFF504
50070010,DEUTDEFF540
50070010,DEUTDEFF541
50070010,DEUTDEFF542
50070010,DEUTDEFFXXX
50070011,DEUTDEFFSIP
50070024,DEUTDEDB500
50070024,DEUTDEDB503
50070024,DEUTDEDB504
50070024,DEUTDEDB535
50070024,DEUTDEDB536
50070024,DEUTDEDBFRA
50070050,DEUTDEFFXXX
50070051,DEUTDEFFXXX
50070052,DEUTDEFFXXX
50070053,DEUTDEFFXXX
50070054,DEUTDEFFXXX
50070055,DEUTDEFFXXX
50070056,DEUTDEFFXXX
50070057,DEUTDEFFXXX
50070058,DEUTDEFFXXX
50070059,DEUTDEFFXXX
50070060,DEUTDEFFXXX
50070061,DEUTDEFFXXX
50070062,DEUTDEFFXXX
50070063,DEUTDEFFXXX
50070064,DEUTDEFFXXX
50070065,DEUTDEFFXXX
50070324,DEUTDEDBP25
50070371,DEUTDEFFS25
50070435,DEUTDEDBEW1
50070436,DEUTDEDBEW2
50070437,DEUTDEDBEW3
50070438,DEUTDEDBEW4
50070439,DEUTDEDBEW5
50073019,DEUTDEFF502
50073019,DEUTDEFF543
50073024,DEUTDEDB502
50073024,DEUTDEDB537
50073081,DEUTDE5XXXX
50080000,DRESDEFFXXX
50080015,DRESDEFFI39
50080025,DRESDEFFXXX
50080035,DRESDEFFI40
50080055,DRESDEFF516
50080057,DRESDEFF522
50080060,DRESDEFFXXX
50080061,DRESDEFFLDG
50080077,DRESDEFFBSP
50080079,DRESDEFFXXX
50080080,DRESDEFFI41
50080082,DRESDEFFAVB
50080086,DRESDEFFI49
50080087,DRESDEFFJ08
50080088,DRESDEFFJ09
50080089,DRESDEFFJ10
50080091,DRESDEFFJ11
50080092,DRESDEFFFCO
50080099,DRESDEFFI42
50080300,DRESDEFF500
50083007,DRESDEFF502
50083838,DRESDEFFMBP
50089400,DRESDEFFI01
50090500,GENODEF1S12
50090900,GENODEF1P06
50092100,GENODE51BH2
50092200,GENODE51KEL
50092900,GENODE51USI
50093000,GENODE51RUS
50093010,GENODE51GAA
50093400,GENODE51KBH
50110200,ICBKDEFFXXX
50110400,AUSKDEFFXXX
50110500,NATXDEFFXXX
50110636,SCBLDEFXXXX
50110700,FBGADEF1XXX
50110800,CHASDEFXXXX
50110801,CHASDEFXVR1
50110808,CHASDEF2XXX
50110855,JPMGDEFFXXX
50110900,MNBIDEF1XXX
50120100,ICICDEFFXXX
50120383,DELBDE33XXX
50120600,COMMDEFFXXX
50120800,BMPBDEF2XXX
50120900,TVBADEFFXXX
50127000,BPKODEFFXXX
50127700,PAYODEF2XXX
50130000,NBPADEFFXXX
50130400,MEFIDEMM501
50130600,UBSWDEFFXXX
50131000,ICBVDEFFXXX
50131700,KODBDEFFXXX
50190000,FFVBDEFFXXX
50190300,GENODE51FHC
50190400,GENODE51FGH
50210200,RABODEFFTAR
50210295,RABODEFFXXX
50210800,PRCBDEFFXXX
50210900,CITIDEFFXXX
50220085,SMHBDEFFXXX
50220101,INVODEF2XXX
50220300,HVBKDEFFXXX
50220500,BOFSDEF1XXX
50220707,CAIXDEFFXXX
50220900,HAUKDEFFXXX
50228899,EFIBDEFFXXX
50230000,ABCADEFFXXX
50230600,ISBKDEFXXXX
50230700,METZDEFFXXX
50230800,PLFGDE5AXXX
50230888,PLFGDE5AIKB
50234500,KTAGDEFFXXX
50250200,DLFGDE51XXX
50310400,BARCDEFFXXX
50310900,PCBCDEFFXXX
50320000,OWHBDEFFXXX
50320191,HYVEDEMM430
50320500,BSCHDEFFXXX
50320600,BCMADEFFXXX
50320900,PICTDEFFXXX
50324000,FTSBDEFAXXX
50330000,SBINDEFFXXX
50330200,MHBFDEFFXXX
50330201,RAISDEFFXXX
50330300,IRVTDEFXXXX
50330500,BCDMDEF1XXX
50330600,SEPBDEFFXXX
50334400,BNYMDEF1XXX
50339900,PANXDEF2XXX
50400000,MARKDEFFXXX
50510300,SMBCDEFFXXX
50520190,HYVEDEMM467
50530000,GENODE51CRO
50540028,COBADEFFXXX
50550020,HELADEF1OFF
50560102,GENODE51OF2
50561315,GENODE51OBH
50570018,DEUTDEFF505
50570018,DEUTDEFF507
50570018,DEUTDEFF544
50570018,DEUTDEFF545
50570018,DEUTDEFF546
50570018,DEUTDEFF547
50570018,DEUTDEFF548
50570018,DEUTDEFF549
50570018,DEUTDEFF550
50570024,DEUTDEDB505
50570024,DEUTDEDB507
50570024,DEUTDEDB525
50570024,DEUTDEDB526
50570024,DEUTDEDB527
50570024,DEUTDEDB528
50570024,DEUTDEDB529
50570024,DEUTDEDB538
50570024,DEUTDEDB539
50580005,DRESDEFF505
50580085,DRESDEFFJ12
50590000,GENODE51OF1
50592200,GENODE51DRE
50640015,COBADEFFXXX
50650023,HELADEF1HAN
50652124,HELADEF1SLS
50661639,GENODEF1LSR
50661816,GENODE51NIH
50662299,GENODEF1BKO
50662669,RBMFDEF1XXX
50663699,GENODEF1RDB
50670009,DEUTDEFF506
50670024,DEUTDEDB506
50680002,DRESDEFF506
50680085,DRESDEFFJ13
50690000,GENODEF1HUV
50691300,DZBMDEF1XXX
50692100,GENODE51SEL
50740048,COBADEFFXXX
50750094,HELADEF1GEL
50761333,GENODE51BUE
50763319,GENODEF1BIR
50780006,DRESDEFF524
50790000,GENODE51GEL
50793300,GENODE51BIV
50794300,GENODE51WBH
50810900,BBSPDE6KXXX
50820292,HYVEDEMM487
50835800,MKGMDE51XXX
50840005,COBADEFFXXX
50850049,HELADEFF508
50850150,HELADEF1DAS
50851952,HELADEF1ERB
50852553,HELADEF1GRG
50852651,HELADEF1DIE
50861393,GENODE51BKZ
50861501,GENODE51ABH
50862311,GENODE51WGH
50862408,GENODE51GRI
50862703,GENODE51REI
50862835,GENODE51SHM
50862903,GENODE51GIN
50863513,GENODE51MIC
50865224,GENODE51MWA
50865503,GENODE51EPT
50870005,DEUTDEFF508
50870005,DEUTDEFF551
50870005,DEUTDEFF552
50870024,DEUTDEDB508
50870024,DEUTDEDB554
50870024,DEUTDEDB555
50870324,DEUTDEDBP26
50870393,DEUTDEFFS26
50880050,DRESDEFF508
50880085,DRESDEFFJ14
50880086,DRESDEFFJ15
50890000,GENODEF1VBD
50950068,HELADEF1BEN
50951469,HELADEF1HEP
50961206,GENODE51RBU
50961592,GENODE51FHO
50961685,GENODE51ABT
50970004,DEUTDEFF509
50970004,DEUTDEFF519
50970024,DEUTDEDB509
50970024,DEUTDEDB519
51010400,AARBDE5WXXX
51020000,BHFBDEFF510
51020186,HYVEDEMM478
51040038,COBADEFFXXX
51050015,NASSDE55XXX
51051000,PULSDE5WXXX
51070021,DEUTDEFF510
51070021,DEUTDEFF512
51070021,DEUTDEFF514
51070024,DEUTDEDB510
51070024,DEUTDEDB512
51070024,DEUTDEDB514
51080060,DRESDEFF510
51080085,DRESDEFFJ16
51080086,DRESDEFFJ17
51089410,DRESDEFFI20
51090000,WIBADE5WXXX
51091500,GENODE51RGG
51091501,GENODE51RGG
51140029,COBADEFFXXX
51150018,HELADEF1LIM
51151919,HELADEF1WEI
51161606,GENODE51LDD
51170010,DEUTDEFF511
51170024,DEUTDEDB511
51180041,DRESDEFF511
51190000,GENODE51LIM
51191800,GENODE51SBH
51192200,GENODE51WEM
51210600,BNPADEFFXXX
51210606,BNPADEFFXXX
51210699,BNPADEFFXXX
51210700,NZFMDEF1XXX
51210800,SOGEDEFFXXX
51210801,SGSSDEFFXXX
51210802,SOGEDEFFXXX
51210803,SOGEDEFFXXX
51211000,NATXDEFPXXX
51220200,ESSEDEFFXXX
51220400,SIHRDEH1FFM
51220700,TCZBDEFFXXX
51220800,BRASDEFFXXX
51220900,MSFFDEFXXXX
51220910,MSFFDEFXCND
51230500,SCBLDEFXXXX
51230502,SCBLDEFXXXX
51230555,PLFGDE5AIKB
51250000,HELADEF1TSK
51340013,COBADEFFXXX
51343224,COBADEFFXXX
51350025,SKGIDE5FXXX
51351526,HELADEF1GRU
51352227,HELADEF1LAU
51361021,GENODE51HHE
51370008,DEUTDEFF513
51370024,DEUTDEDB513
51380040,DRESDEFF513
51380085,DRESDEFFJ18
51390000,VBMHDE5FXXX
51410700,BKCHDEFFXXX
51420200,MIBEDEFFXXX
51420300,BAERDEF1XXX
51430400,GOLDDEFFXXX
51430410,GOLDDEFBXXX
51432100,SABCDEFFXXX
51540037,COBADEFFXXX
51550035,HELADEF1WET
51570008,DEUTDEFF515
51570024,DEUTDEDB515
51580044,DRESDEFF515
51591300,GENODE51WBO
51640043,COBADEFFXXX
51650045,HELADEF1DIL
51690000,GENODE51DIL
51691500,GENODE51HER
51752267,HELADEF1BAT
51762434,GENODE51BIK
51850079,HELADEF1FRI
51861325,GENODEF1BVB
51861403,GENODE51BUT
51861616,GENODE51REW
51861806,GENODE51OBM
51961023,GENODE51ULR
51961515,GENODE51HSH
51961801,GENODE51FEL
51990000,GENODE51LB1
52040021,COBADEFFXXX
52050000,HELADEFF520
52050353,HELADEF1KAS
52051373,HELADEF1BOR
52051555,HELADEF1FEL
52051877,HELADEF1GRE
52052154,HELADEF1MEG
52053458,HELADEF1SWA
52060000,GENODEFF520
52060208,GENODEF1KS2
52060410,GENODEF1EK1
52060420,GENODEF1EK1
52061303,GENODEF1BOR
52062200,GENODEF1GUB
52062601,GENODEF1HRV
52063369,GENODEF1SPB
52063550,GENODEF1WOH
52064156,GENODEF1BTA
52069013,GENODEF1BHN
52069029,GENODEF1GMD
52069065,GENODEF1BUR
52069149,GENODEF1VLM
52069519,GENODEF1FBK
52070012,DEUTDEFF520
52070012,DEUTDEFF523
52070012,DEUTDEFF524
52070024,DEUTDEDB520
52070024,DEUTDEDB523
52070024,DEUTDEDB524
52071212,DEUTDEFF521
52071224,DEUTDEDB521
52080080,DRESDEFF520
52080085,DRESDEFFJ19
52090000,GENODE51KS1
52240006,COBADEFFXXX
52250030,HELADEF1ESW
52260385,GENODEF1ESW
52270012,DEUTDEFF522
52270024,DEUTDEDB522
52350005,HELADEF1KOR
52360059,GENODEF1KBW
52410300,RBAGDEF1XXX
52410310,RBAGDEF1CMI
52410400,KOEXDEFAXXX
52411000,RBAGDEF1CMI
52411010,RBAGDEF1CMI
52420000,BSUIDEFFXXX
52420300,SHBKDEFFXXX
52420600,ABGRDEFFXXX
52420700,SECGDEFFXXX
52430000,CMCIDEF1XXX
53040012,COBADEFFXXX
53050180,HELADEF1FDS
53051396,HELADEF1SLU
53060180,GENODE51FUL
53061230,GENODEF1HUE
53061313,GENODE51SLU
53062035,GENODEF1GLU
53062350,GENODEF1PBG
53064023,GENODEF1FLN
53070007,DEUTDEFF530
53070007,DEUTDEFF531
53070007,DEUTDEFF534
53070024,DEUTDEDB530
53070024,DEUTDEDB531
53070024,DEUTDEDB534
53070324,DEUTDEDBP27
53070394,DEUTDEFFS27
53080030,DRESDEFF530
53093200,GENODE51ALS
53093255,GENODE51AGR
53240048,COBADEFFXXX
53250000,HELADEF1HER
53260145,GENODEF1HFA
53261202,GENODEF1BEB
53261342,GENODEF1RAW
53262073,GENODEF1HNT
53262455,GENODEF1ROH
53270012,DEUTDEFF532
53270024,DEUTDEDB518
53280081,DRESDEFF532
53290000,GENODE51BHE
53340024,COBADEFFXXX
53350000,HELADEF1MAR
53370008,DEUTDEFF533
53370024,DEUTDEDB533
53380042,DRESDEFF533
53381843,DRESDEFF568
54020090,HYVEDEMM482
54030011,SCRUDE51XXX
54040042,COBADEFFXXX
54050110,MALADE51KLS
54050220,MALADE51KLK
54051550,MALADE51KUS
54051660,MALADE51LAS
54051990,MALADE51ROK
54061650,GENODE61LAN
54062027,GENODE61ALB
54070024,DEUTDEDB540
54070024,DEUTDEDB541
54070092,DEUTDESM540
54070092,DEUTDESM541
54080021,DRESDEFF540
54090000,GENODE61KL1
54091700,GENODE61LEK
54091800,GENODE61OB1
54092400,GENODE61GLM
54220091,HYVEDEMM485
54240032,COBADEFFXXX
54250010,MALADE51SWP
54261700,GENODE61ROA
54270024,DEUTDEDB542
54270024,DEUTDEDB543
54270096,DEUTDESM542
54270096,DEUTDESM543
54280023,DRESDEFF542
54291200,GENODE61DAH
54500000,MARKDEF1545
54510067,PBNKDEFFXXX
54520194,HYVEDEMM483
54540033,COBADEFFXXX
54550010,LUHSDE6AXXX
54550120,MALADE51LUH
54561310,GENODE61LBS
54570024,DEUTDEDB544
54570024,DEUTDEDB545
54570024,DEUTDEDB547
54570024,DEUTDEDB549
54570024,DEUTDEDB550
54570024,DEUTDEDB553
54570094,DEUTDESM544
54570094,DEUTDESM545
54570094,DEUTDESM547
54570094,DEUTDESM549
54570094,DEUTDESM550
54570094,DEUTDESM553
54580020,DRESDEFF545
54620093,HYVEDEMM620
54640035,COBADEFFXXX
54651240,MALADE51DKH
54661800,GENODE61FSH
54663270,GENODE61FHR
54670024,DEUTDEDB546
54670024,DEUTDEDB548
54670024,DEUTDEDB552
54670095,DEUTDESM546
54670095,DEUTDESM548
54670095,DEUTDESM552
54680022,DRESDEFF546
54691200,GENODE61DUW
54750010,MALADE51SPY
54790000,GENODE61SPE
54850010,SOLADES1SUW
54851440,MALADE51KAD
54861190,GENODE61EDH
54862390,GENODE61HXH
54862500,GENODE61SUW
54891300,GENODE61BZA
55000000,MARKDEF1550
55010400,AARBDE5WDOM
55010424,AARBDE5W550
55010625,AARBDE5WCLE
55010800,ISBRDE55XXX
55020000,BHFBDEFF550
55020100,BKMZDE51XXX
55020486,HYVEDEMM486
55020500,BFSWDE33MNZ
55020555,BFSWDE33MNZ
55020600,IMMODE5MXXX
55020700,SUFGDE51XXX
55030500,CPLADE55XXX
55033300,SCFBDE33XXX
55040022,COBADEFFXXX
55040060,COBADEFFXXX
55040061,COBADEFFXXX
55050000,SOLADEST550
55050120,MALADE51MNZ
55060321,GENODE51MZ4
55060417,GENODE51MZ2
55060611,GENODE51MZ6
55061303,GENODE51BUD
55061507,GENODE51HDS
55061907,GENODE51NIS
55070024,DEUTDEDB551
55070024,DEUTDEDB561
55070024,DEUTDEDB563
55070024,DEUTDEDBMAI
55070040,DEUTDE5M550
55070040,DEUTDE5M551
55070040,DEUTDE5M552
55070040,DEUTDE5MXXX
55070324,DEUTDEDBP29
55070396,DEUTDE5MP29
